duration,sample_rate,rms_energy,zero_crossing_rate,spectral_centroid,spectral_rolloff,mfcc_1,mfcc_2,mfcc_3,emotion
4.370861069626263,16000,0.10071513513092363,0.03355351153623154,2181.757485522245,3287.983513134371,-2.1272895944511583,2.9651390815564405,-9.22401090542225,angry
9.556428757689245,16000,0.2755314642153955,0.03222809191647999,2491.703492978431,4221.729317199945,-0.5312868124995718,-6.5522727578966755,-6.264549435377413,angry
7.587945476302646,16000,0.43774345957944005,0.09156291224689331,1126.1697469812475,4040.643719160636,7.090947864043606,7.447891267096298,6.62491610179885,neutral
6.387926357773329,16000,0.368790194340685,0.03245915798645555,2062.1852490174974,1615.5996187750948,-3.1999122788021572,2.26232478138483,5.335367126766714,disgust
2.4041677639819286,16000,0.40521496245211036,0.034475475351576794,1929.3649578593718,1596.9978789658956,7.392993696243426,-6.855922328860915,-2.9871461708570624,sad
2.403950683025824,16000,0.3328038496882515,0.07834584361761675,2582.075941970678,2072.697470979653,-8.23731138046617,9.246761149624136,-2.4637874445157504,happy
1.5227525095137953,16000,0.3492155166137477,0.050476585820548606,2765.2176512031515,2444.298905364149,5.535968744172615,0.3673092667064126,0.6710886710715891,fearful
8.795585311974417,16000,0.42610586926700644,0.07990395012596632,530.391928693467,2633.82232563393,6.9509526610947265,-8.5420309625669,-9.99517990629731,calm
6.41003510568888,16000,0.13233732434100112,0.015882954180794672,2185.0497976469815,3718.788867333381,-6.363646943253225,2.5366580883013445,-5.175113279239443,angry
7.372653200164409,16000,0.24981823218513882,0.05388140743060459,629.5894977993225,1226.7217286633415,-1.3930693525559912,-4.9360218597437955,-5.835363827835711,neutral
1.185260448662222,16000,0.11839262649160509,0.013025224016495437,1872.1466626933898,1138.6908169042656,-6.690004506726888,6.073869037546049,-4.990341065004731,fearful
9.72918866945795,16000,0.493957323918357,0.015638788310981908,1219.0818226091956,2567.642251775636,4.132082579884355,6.356441471323812,6.118116850668827,happy
8.491983767203795,16000,0.4725890764464405,0.091579370800997,1266.941498805353,3788.6547685519217,0.7069553612331347,9.578947117093238,-4.406522869071137,sad
2.9110519961044856,16000,0.02931913757056789,0.022532083400583568,1382.3962586308915,1773.7413718259302,2.7064669341664205,0.037390620490074244,-6.169573558997037,calm
2.636424704863906,16000,0.35573183453268736,0.057917861404769545,2053.2311226240254,3566.0179250250067,-6.0702606608757765,-0.9008624054452574,0.08526921586063052,angry
2.650640588680904,16000,0.46337167553367625,0.046998604234063594,1335.1249141719231,2039.312551761198,-5.76508275895161,5.0695121089296125,7.312900727454639,fearful
3.7381801866358395,16000,0.09848191911239343,0.04126089936329584,2331.747626475701,4544.3444352540655,-9.170053489801873,-7.350586873161468,-5.1730059232500025,happy
5.72280788469014,16000,0.28829316297078844,0.09098500111185454,1511.3184639346741,4582.759777066466,-3.5586492960854055,0.938310275862484,-8.429275144144025,sad
4.887505167779042,16000,0.45858926581814047,0.011964105709794056,670.8830007748966,2189.148817125306,1.194893226673499,0.9249520026170188,-2.871905283006706,happy
3.6210622617823773,16000,0.026633529507041433,0.06974107175580302,2459.3996062102683,1919.975015852962,7.1586982799465755,-8.210537543792256,4.953036491299557,disgust
6.506676052501415,16000,0.35173593095095157,0.09670549907921955,1214.3958114817651,2645.215888264925,3.338548949173614,-1.6403182898617286,1.0138108938958923,happy
